Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
8678,25-12-2024,22-12-2024,22-12-2024 10:14,Mumbai,100,Assault,20,M,Blunt Object,Violent Crime,6,1,16-02-2025
8679,29-09-2024,28-09-2024,28-09-2024 09:44,Bangalore,107,Terrorism,26,F,Firearm,Violent Crime,20,0,
8680,14-08-2024,11-08-2024,11-08-2024 20:55,Hyderabad,100,Assault,28,M,Knife,Violent Crime,8,0,
8681,24-12-2024,23-12-2024,23-12-2024 18:34,Hyderabad,101,Theft,35,M,Other,Property Crime,2,0,
8682,20-05-2025,20-05-2025,20-05-2025 23:11,Ahmedabad,102,Robbery,49,M,Blunt Object,Property Crime,2,0,
8683,30-08-2024,30-08-2024,30-08-2024 23:46,Delhi,102,Robbery,12,F,Firearm,Property Crime,10,0,
8684,03-10-2024,30-09-2024,30-09-2024 00:21,Bangalore,101,Theft,24,F,None,Property Crime,2,0,
8685,02-09-2024,01-09-2024,01-09-2024 20:36,Mumbai,102,Robbery,34,F,Firearm,Property Crime,10,0,
8686,26-12-2024,26-12-2024,26-12-2024 00:50,Delhi,102,Robbery,44,F,Firearm,Property Crime,10,0,
8687,26-10-2024,24-10-2024,24-10-2024 01:13,Chennai,105,Vandalism,29,M,Other,Property Crime,6,0,
8688,20-07-2025,17-07-2025,17-07-2025 18:26,Pune,104,Cyber Crime,26,F,None,Other Crime,8,1,05-08-2025
8689,01-08-2025,01-08-2025,01-08-2025 07:21,Kolkata,100,Assault,10,M,Knife,Violent Crime,4,1,04-08-2025
8690,08-02-2025,07-02-2025,07-02-2025 21:37,Chennai,102,Robbery,37,F,Blunt Object,Property Crime,4,1,02-05-2025
8691,13-01-2025,12-01-2025,12-01-2025 01:53,Kolkata,100,Assault,41,M,Blunt Object,Violent Crime,8,1,18-06-2025
8692,30-03-2025,27-03-2025,27-03-2025 17:41,Hyderabad,102,Robbery,25,M,Blunt Object,Property Crime,7,0,
8693,19-10-2024,19-10-2024,19-10-2024 18:46,Bangalore,104,Cyber Crime,32,M,None,Other Crime,7,0,
8694,26-12-2024,24-12-2024,24-12-2024 12:24,Mumbai,101,Theft,24,F,None,Property Crime,3,1,18-03-2025
8695,10-11-2024,09-11-2024,09-11-2024 11:32,Kolkata,105,Vandalism,18,M,Other,Property Crime,8,0,
8696,20-05-2025,18-05-2025,18-05-2025 13:03,Bangalore,101,Theft,46,M,None,Property Crime,8,1,05-07-2025
8697,20-04-2025,20-04-2025,20-04-2025 15:45,Chennai,101,Theft,38,M,Other,Property Crime,7,0,
8698,04-11-2024,02-11-2024,02-11-2024 15:39,Ahmedabad,101,Theft,22,M,Other,Property Crime,5,0,
8699,09-02-2025,08-02-2025,08-02-2025 23:03,Jaipur,104,Cyber Crime,46,M,None,Other Crime,3,1,09-02-2025
8700,17-10-2024,17-10-2024,17-10-2024 01:24,Mumbai,100,Assault,19,M,None,Violent Crime,5,0,
8701,21-09-2024,18-09-2024,18-09-2024 16:59,Ahmedabad,102,Robbery,31,M,Firearm,Property Crime,10,1,04-11-2024
8702,11-05-2025,11-05-2025,11-05-2025 06:09,Mumbai,100,Assault,14,F,Blunt Object,Violent Crime,4,1,14-07-2025
8703,03-10-2024,03-10-2024,03-10-2024 03:13,Mumbai,100,Assault,20,M,Knife,Violent Crime,5,0,
8704,21-05-2025,18-05-2025,18-05-2025 19:30,Bangalore,107,Terrorism,28,F,Explosives,Violent Crime,20,0,
8705,06-11-2024,05-11-2024,05-11-2024 10:22,Bangalore,100,Assault,31,M,None,Violent Crime,2,1,18-02-2025
8706,28-07-2025,26-07-2025,26-07-2025 02:49,Mumbai,101,Theft,44,F,None,Property Crime,5,0,
8707,07-01-2025,05-01-2025,05-01-2025 08:22,Mumbai,103,Homicide,27,F,Knife,Violent Crime,15,0,
8708,26-01-2025,25-01-2025,25-01-2025 15:44,Ahmedabad,104,Cyber Crime,28,M,None,Other Crime,4,0,
8709,05-08-2025,02-08-2025,02-08-2025 20:20,Delhi,101,Theft,17,M,Other,Property Crime,4,1,03-08-2025
8710,18-10-2024,15-10-2024,15-10-2024 18:18,Ahmedabad,102,Robbery,48,M,Firearm,Property Crime,10,1,15-01-2025
8711,25-03-2025,25-03-2025,25-03-2025 03:52,Hyderabad,101,Theft,32,M,None,Property Crime,2,1,08-07-2025
8712,17-11-2024,15-11-2024,15-11-2024 19:21,Chennai,100,Assault,10,M,None,Violent Crime,8,1,08-01-2025
8713,07-12-2024,07-12-2024,07-12-2024 21:52,Hyderabad,100,Assault,32,M,None,Violent Crime,3,1,16-05-2025
8714,01-12-2024,29-11-2024,29-11-2024 11:34,Kolkata,100,Assault,28,F,Knife,Violent Crime,3,1,28-06-2025
8715,11-06-2025,11-06-2025,11-06-2025 06:20,Pune,104,Cyber Crime,30,F,None,Other Crime,7,1,19-06-2025
8716,03-10-2024,03-10-2024,03-10-2024 22:25,Hyderabad,100,Assault,10,F,Blunt Object,Violent Crime,2,1,26-03-2025
8717,18-05-2025,18-05-2025,18-05-2025 00:00,Mumbai,104,Cyber Crime,37,F,None,Other Crime,2,0,
8718,01-09-2024,30-08-2024,30-08-2024 16:29,Delhi,102,Robbery,10,F,Blunt Object,Property Crime,5,0,
8719,21-03-2025,20-03-2025,20-03-2025 00:34,Kolkata,104,Cyber Crime,14,M,None,Other Crime,5,1,26-04-2025
8720,30-09-2024,27-09-2024,27-09-2024 18:16,Mumbai,105,Vandalism,34,M,None,Property Crime,2,0,
8721,12-06-2025,10-06-2025,10-06-2025 03:28,Bangalore,105,Vandalism,26,F,None,Property Crime,7,0,
8722,21-01-2025,18-01-2025,18-01-2025 03:33,Mumbai,102,Robbery,28,M,Blunt Object,Property Crime,3,0,
8723,10-01-2025,09-01-2025,09-01-2025 08:53,Ahmedabad,107,Terrorism,23,M,Explosives,Violent Crime,20,0,
8724,11-01-2025,08-01-2025,08-01-2025 13:08,Mumbai,101,Theft,18,F,None,Property Crime,8,0,
8725,09-10-2024,07-10-2024,07-10-2024 00:28,Hyderabad,107,Terrorism,32,M,Explosives,Violent Crime,20,1,13-07-2025
8726,16-07-2025,14-07-2025,14-07-2025 17:07,Kolkata,101,Theft,39,M,Other,Property Crime,2,0,
8727,19-11-2024,18-11-2024,18-11-2024 19:17,Ludhiana,100,Assault,41,F,None,Violent Crime,8,1,01-08-2025
8728,17-02-2025,15-02-2025,15-02-2025 06:48,Mumbai,103,Homicide,43,F,Poison,Violent Crime,15,0,
8729,03-03-2025,03-03-2025,03-03-2025 03:44,Bangalore,104,Cyber Crime,30,M,None,Other Crime,2,1,23-03-2025
8730,30-07-2025,28-07-2025,28-07-2025 23:57,Bangalore,100,Assault,15,M,Blunt Object,Violent Crime,7,0,
8731,15-09-2024,12-09-2024,12-09-2024 10:53,Chennai,101,Theft,28,F,Other,Property Crime,7,1,28-04-2025
8732,25-03-2025,24-03-2025,24-03-2025 03:54,Delhi,102,Robbery,30,M,Knife,Property Crime,3,1,30-05-2025
8733,25-02-2025,24-02-2025,24-02-2025 03:11,Mumbai,103,Homicide,24,F,Knife,Violent Crime,15,0,
8734,25-04-2025,24-04-2025,24-04-2025 18:02,Delhi,103,Homicide,32,F,Knife,Violent Crime,15,1,30-07-2025
8735,10-04-2025,08-04-2025,08-04-2025 18:13,Delhi,103,Homicide,33,M,Poison,Violent Crime,15,1,12-04-2025
8736,06-12-2024,06-12-2024,06-12-2024 06:42,Kolkata,101,Theft,28,M,Other,Property Crime,2,1,27-12-2024
8737,10-08-2024,07-08-2024,07-08-2024 14:01,Kolkata,101,Theft,10,F,Other,Property Crime,8,1,11-08-2024
8738,16-03-2025,15-03-2025,15-03-2025 00:56,Delhi,100,Assault,34,F,None,Violent Crime,8,1,09-06-2025
8739,08-06-2025,05-06-2025,05-06-2025 18:49,Chennai,106,Kidnapping,26,M,None,Violent Crime,8,0,
8740,14-10-2024,11-10-2024,11-10-2024 23:03,Mumbai,101,Theft,21,M,None,Property Crime,8,0,
8741,29-01-2025,28-01-2025,28-01-2025 01:02,Mumbai,100,Assault,46,F,None,Violent Crime,5,0,
8742,21-01-2025,21-01-2025,21-01-2025 01:51,Hyderabad,100,Assault,36,F,Blunt Object,Violent Crime,3,1,11-03-2025
8743,26-01-2025,24-01-2025,24-01-2025 15:46,Mumbai,102,Robbery,33,M,Knife,Property Crime,8,0,
8744,11-08-2024,08-08-2024,08-08-2024 17:12,Ahmedabad,101,Theft,36,F,None,Property Crime,3,0,
8745,07-09-2024,04-09-2024,04-09-2024 19:05,Kolkata,105,Vandalism,25,M,Other,Property Crime,8,1,21-12-2024
8746,24-02-2025,24-02-2025,24-02-2025 12:10,Delhi,106,Kidnapping,17,M,None,Violent Crime,7,1,18-04-2025
8747,09-11-2024,06-11-2024,06-11-2024 18:50,Bangalore,106,Kidnapping,17,M,Blunt Object,Violent Crime,3,1,25-12-2024
8748,28-04-2025,25-04-2025,25-04-2025 01:02,Ahmedabad,106,Kidnapping,51,M,None,Violent Crime,6,0,
8749,23-07-2025,21-07-2025,21-07-2025 23:49,Delhi,105,Vandalism,18,F,None,Property Crime,3,0,
8750,31-05-2025,31-05-2025,31-05-2025 17:59,Bangalore,100,Assault,31,M,Knife,Violent Crime,8,1,20-06-2025
8751,01-11-2024,01-11-2024,01-11-2024 20:34,Ahmedabad,101,Theft,37,F,None,Property Crime,3,0,
8752,22-05-2025,22-05-2025,22-05-2025 00:38,Mumbai,100,Assault,33,F,None,Violent Crime,6,0,
8753,30-09-2024,28-09-2024,28-09-2024 20:09,Delhi,104,Cyber Crime,27,F,None,Other Crime,6,0,
8754,23-02-2025,22-02-2025,22-02-2025 22:14,Bangalore,105,Vandalism,46,F,Other,Property Crime,7,0,
8755,17-12-2024,16-12-2024,16-12-2024 11:49,Hyderabad,100,Assault,50,M,Knife,Violent Crime,3,0,
8756,06-01-2025,04-01-2025,04-01-2025 07:35,Delhi,101,Theft,32,M,Other,Property Crime,8,1,04-07-2025
8757,10-05-2025,10-05-2025,10-05-2025 06:13,Hyderabad,102,Robbery,26,F,Blunt Object,Property Crime,8,0,
8758,16-10-2024,15-10-2024,15-10-2024 07:18,Delhi,103,Homicide,37,M,Poison,Violent Crime,15,0,
8759,07-03-2025,06-03-2025,06-03-2025 21:58,Kolkata,107,Terrorism,30,F,Firearm,Violent Crime,20,0,
8760,14-06-2025,14-06-2025,14-06-2025 22:12,Hyderabad,100,Assault,31,M,Blunt Object,Violent Crime,2,0,
8761,28-04-2025,25-04-2025,25-04-2025 00:48,Kolkata,101,Theft,31,F,None,Property Crime,4,0,
8762,13-07-2025,12-07-2025,12-07-2025 14:09,Mumbai,101,Theft,26,F,Other,Property Crime,2,0,
8763,23-08-2024,22-08-2024,22-08-2024 12:56,Mumbai,100,Assault,22,F,Knife,Violent Crime,3,0,
8764,22-03-2025,21-03-2025,21-03-2025 20:48,Mumbai,104,Cyber Crime,27,M,None,Other Crime,7,1,08-04-2025
8765,28-01-2025,27-01-2025,27-01-2025 12:29,Ahmedabad,107,Terrorism,19,F,Explosives,Violent Crime,20,1,21-04-2025
8766,01-12-2024,29-11-2024,29-11-2024 03:18,Chennai,106,Kidnapping,25,F,None,Violent Crime,8,1,27-12-2024
8767,16-08-2024,16-08-2024,16-08-2024 07:58,Mumbai,101,Theft,29,M,Other,Property Crime,2,0,
8768,29-03-2025,27-03-2025,27-03-2025 20:00,Bangalore,103,Homicide,24,F,Firearm,Violent Crime,15,0,
8769,31-07-2025,29-07-2025,29-07-2025 09:20,Delhi,105,Vandalism,30,F,None,Property Crime,2,0,
8770,29-06-2025,27-06-2025,27-06-2025 21:35,Mumbai,102,Robbery,15,F,Firearm,Property Crime,10,0,
8771,05-04-2025,03-04-2025,03-04-2025 03:17,Mumbai,100,Assault,36,M,Knife,Violent Crime,5,1,22-07-2025
8772,16-09-2024,16-09-2024,16-09-2024 16:52,Jaipur,107,Terrorism,51,M,Firearm,Violent Crime,20,0,
8773,10-10-2024,07-10-2024,07-10-2024 06:54,Ahmedabad,101,Theft,29,F,None,Property Crime,5,0,
8774,14-10-2024,12-10-2024,12-10-2024 21:55,Ahmedabad,101,Theft,27,M,None,Property Crime,3,0,
8775,25-01-2025,25-01-2025,25-01-2025 23:21,Delhi,101,Theft,27,M,None,Property Crime,8,0,
8776,03-06-2025,03-06-2025,03-06-2025 10:50,Bangalore,106,Kidnapping,18,F,None,Violent Crime,8,0,
8777,13-04-2025,13-04-2025,13-04-2025 02:13,Mumbai,100,Assault,36,F,Knife,Violent Crime,6,1,20-07-2025
8778,01-04-2025,30-03-2025,30-03-2025 16:03,Chennai,105,Vandalism,32,F,Other,Property Crime,2,0,
8779,30-10-2024,29-10-2024,29-10-2024 12:57,Ahmedabad,103,Homicide,22,M,Knife,Violent Crime,15,0,
8780,31-03-2025,30-03-2025,30-03-2025 19:47,Hyderabad,100,Assault,30,M,None,Violent Crime,5,0,
8781,02-04-2025,01-04-2025,01-04-2025 22:41,Mumbai,102,Robbery,41,M,Knife,Property Crime,8,1,26-07-2025
8782,04-04-2025,02-04-2025,02-04-2025 03:02,Bangalore,101,Theft,40,F,None,Property Crime,2,0,
8783,20-01-2025,18-01-2025,18-01-2025 22:49,Mumbai,101,Theft,40,F,Other,Property Crime,4,0,
8784,16-01-2025,13-01-2025,13-01-2025 03:09,Pune,105,Vandalism,38,M,None,Property Crime,3,0,
8785,09-12-2024,09-12-2024,09-12-2024 13:20,Kolkata,100,Assault,57,M,Blunt Object,Violent Crime,6,1,10-03-2025
8786,19-09-2024,17-09-2024,17-09-2024 21:20,Ahmedabad,100,Assault,24,M,Knife,Violent Crime,2,0,
8787,28-10-2024,28-10-2024,28-10-2024 23:12,Delhi,105,Vandalism,30,M,None,Property Crime,5,0,
8788,22-02-2025,19-02-2025,19-02-2025 10:12,Mumbai,101,Theft,25,F,Other,Property Crime,7,0,
8789,29-07-2025,27-07-2025,27-07-2025 09:52,Hyderabad,100,Assault,32,M,Blunt Object,Violent Crime,4,1,31-07-2025
8790,10-05-2025,07-05-2025,07-05-2025 09:32,Bangalore,107,Terrorism,34,M,Explosives,Violent Crime,20,1,03-08-2025
8791,16-08-2024,15-08-2024,15-08-2024 23:34,Mumbai,101,Theft,39,M,Other,Property Crime,2,0,
8792,22-04-2025,21-04-2025,21-04-2025 01:44,Mumbai,100,Assault,25,M,Knife,Violent Crime,7,1,17-07-2025
8793,12-12-2024,09-12-2024,09-12-2024 01:51,Kolkata,102,Robbery,32,M,Firearm,Property Crime,10,1,02-07-2025
8794,24-07-2025,24-07-2025,24-07-2025 20:37,Delhi,106,Kidnapping,12,M,None,Violent Crime,7,0,
8795,27-08-2024,25-08-2024,25-08-2024 03:29,Bangalore,100,Assault,35,M,Knife,Violent Crime,3,1,02-08-2025
8796,18-02-2025,15-02-2025,15-02-2025 15:22,Kolkata,107,Terrorism,37,M,Explosives,Violent Crime,20,1,08-03-2025
8797,14-04-2025,11-04-2025,11-04-2025 21:04,Pune,105,Vandalism,36,M,None,Property Crime,8,1,03-06-2025
8798,25-11-2024,22-11-2024,22-11-2024 20:05,Mumbai,101,Theft,14,F,Other,Property Crime,6,0,
8799,20-11-2024,17-11-2024,17-11-2024 07:55,Delhi,100,Assault,42,F,None,Violent Crime,3,0,
8800,12-05-2025,12-05-2025,12-05-2025 17:31,Chennai,100,Assault,32,M,Blunt Object,Violent Crime,3,1,03-08-2025
8801,07-07-2025,06-07-2025,06-07-2025 12:20,Jaipur,103,Homicide,21,F,Firearm,Violent Crime,15,1,22-07-2025
8802,10-12-2024,10-12-2024,10-12-2024 15:07,Ahmedabad,104,Cyber Crime,20,M,None,Other Crime,6,1,29-01-2025
8803,25-01-2025,23-01-2025,23-01-2025 06:40,Bangalore,102,Robbery,29,M,Knife,Property Crime,4,0,
8804,21-04-2025,19-04-2025,19-04-2025 00:50,Delhi,106,Kidnapping,15,F,None,Violent Crime,6,1,07-06-2025
8805,28-01-2025,27-01-2025,27-01-2025 19:20,Ludhiana,104,Cyber Crime,11,M,None,Other Crime,7,0,
8806,20-06-2025,18-06-2025,18-06-2025 19:55,Chennai,102,Robbery,30,F,Knife,Property Crime,5,1,16-07-2025
8807,21-04-2025,18-04-2025,18-04-2025 21:27,Pune,103,Homicide,13,M,Poison,Violent Crime,15,1,17-05-2025
8808,14-11-2024,11-11-2024,11-11-2024 03:45,Bangalore,101,Theft,26,M,Other,Property Crime,4,0,
8809,07-09-2024,07-09-2024,07-09-2024 11:07,Mumbai,102,Robbery,33,F,Firearm,Property Crime,10,0,
8810,19-04-2025,17-04-2025,17-04-2025 22:41,Bangalore,102,Robbery,27,M,Blunt Object,Property Crime,8,0,
8811,29-01-2025,27-01-2025,27-01-2025 18:35,Delhi,103,Homicide,49,M,Knife,Violent Crime,15,1,25-02-2025
8812,15-11-2024,15-11-2024,15-11-2024 21:15,Mumbai,104,Cyber Crime,31,M,None,Other Crime,6,1,13-06-2025
8813,27-12-2024,25-12-2024,25-12-2024 21:19,Pune,101,Theft,41,M,None,Property Crime,7,1,16-07-2025
8814,03-12-2024,03-12-2024,03-12-2024 16:26,Chennai,100,Assault,34,F,Blunt Object,Violent Crime,3,0,
8815,07-08-2025,05-08-2025,05-08-2025 00:41,Chennai,105,Vandalism,28,F,None,Property Crime,3,1,05-08-2025
8816,10-09-2024,09-09-2024,09-09-2024 09:31,Bangalore,101,Theft,36,F,Other,Property Crime,4,0,
8817,28-11-2024,25-11-2024,25-11-2024 00:48,Chennai,103,Homicide,25,F,Poison,Violent Crime,15,1,07-01-2025
8818,05-01-2025,02-01-2025,02-01-2025 17:57,Bangalore,100,Assault,19,M,None,Violent Crime,6,1,03-08-2025
8819,17-12-2024,14-12-2024,14-12-2024 15:14,Mumbai,103,Homicide,18,F,Firearm,Violent Crime,15,0,
8820,26-10-2024,23-10-2024,23-10-2024 03:59,Chennai,103,Homicide,38,F,Firearm,Violent Crime,15,0,
8821,11-08-2024,11-08-2024,11-08-2024 22:23,Bangalore,100,Assault,26,F,None,Violent Crime,4,1,09-01-2025
8822,24-04-2025,21-04-2025,21-04-2025 22:29,Chennai,100,Assault,10,F,Blunt Object,Violent Crime,3,1,23-05-2025
8823,03-03-2025,02-03-2025,02-03-2025 00:33,Chennai,100,Assault,16,M,Knife,Violent Crime,8,0,
8824,22-05-2025,19-05-2025,19-05-2025 07:33,Chennai,103,Homicide,41,F,Poison,Violent Crime,15,1,07-07-2025
8825,22-04-2025,22-04-2025,22-04-2025 06:29,Jaipur,100,Assault,27,M,Knife,Violent Crime,6,0,
8826,30-09-2024,30-09-2024,30-09-2024 07:28,Delhi,101,Theft,24,F,Other,Property Crime,2,1,14-07-2025
8827,19-09-2024,17-09-2024,17-09-2024 18:41,Delhi,101,Theft,24,M,Other,Property Crime,7,0,
8828,03-12-2024,01-12-2024,01-12-2024 02:57,Bangalore,104,Cyber Crime,53,F,None,Other Crime,7,0,
8829,12-04-2025,12-04-2025,12-04-2025 12:56,Hyderabad,103,Homicide,17,M,Firearm,Violent Crime,15,0,
8830,08-09-2024,06-09-2024,06-09-2024 23:47,Delhi,102,Robbery,27,M,Blunt Object,Property Crime,6,1,10-09-2024
8831,02-03-2025,28-02-2025,28-02-2025 10:11,Chennai,100,Assault,39,F,Knife,Violent Crime,6,1,09-06-2025
8832,01-07-2025,01-07-2025,01-07-2025 17:14,Delhi,105,Vandalism,16,F,Other,Property Crime,5,1,19-07-2025
8833,27-07-2025,24-07-2025,24-07-2025 20:41,Chennai,104,Cyber Crime,29,F,None,Other Crime,8,0,
8834,19-01-2025,19-01-2025,19-01-2025 02:59,Delhi,105,Vandalism,31,F,Other,Property Crime,2,1,24-04-2025
8835,11-09-2024,08-09-2024,08-09-2024 07:50,Mumbai,101,Theft,46,M,Other,Property Crime,8,1,07-11-2024
8836,21-10-2024,19-10-2024,19-10-2024 13:57,Bangalore,101,Theft,46,M,Other,Property Crime,7,0,
8837,13-01-2025,13-01-2025,13-01-2025 10:54,Bangalore,101,Theft,39,M,Other,Property Crime,3,1,18-01-2025
8838,02-09-2024,01-09-2024,01-09-2024 13:02,Hyderabad,101,Theft,38,F,Other,Property Crime,7,0,
8839,17-04-2025,15-04-2025,15-04-2025 01:15,Bangalore,100,Assault,35,M,None,Violent Crime,3,0,
8840,18-04-2025,15-04-2025,15-04-2025 16:47,Hyderabad,106,Kidnapping,39,M,None,Violent Crime,7,1,25-07-2025
8841,26-10-2024,26-10-2024,26-10-2024 03:07,Hyderabad,103,Homicide,30,F,Poison,Violent Crime,15,0,
8842,03-05-2025,30-04-2025,30-04-2025 16:05,Chennai,103,Homicide,25,F,Knife,Violent Crime,15,1,08-05-2025
8843,16-05-2025,16-05-2025,16-05-2025 12:36,Delhi,100,Assault,34,M,Knife,Violent Crime,4,0,
8844,28-04-2025,26-04-2025,26-04-2025 18:53,Pune,101,Theft,33,M,Other,Property Crime,4,0,
8845,02-04-2025,01-04-2025,01-04-2025 16:28,Kolkata,100,Assault,27,M,Blunt Object,Violent Crime,3,0,
8846,04-02-2025,03-02-2025,03-02-2025 13:38,Mumbai,106,Kidnapping,13,M,None,Violent Crime,2,0,
8847,02-01-2025,02-01-2025,02-01-2025 00:27,Jaipur,100,Assault,26,M,None,Violent Crime,2,1,17-05-2025
8848,01-10-2024,28-09-2024,28-09-2024 00:09,Kolkata,100,Assault,20,F,Blunt Object,Violent Crime,5,0,
8849,05-01-2025,04-01-2025,04-01-2025 03:43,Kolkata,102,Robbery,29,M,Blunt Object,Property Crime,7,0,
8850,10-03-2025,10-03-2025,10-03-2025 20:52,Jaipur,103,Homicide,28,F,Poison,Violent Crime,15,0,
8851,01-09-2024,29-08-2024,29-08-2024 00:55,Chennai,101,Theft,39,F,Other,Property Crime,3,1,06-04-2025
8852,15-08-2024,12-08-2024,12-08-2024 07:10,Ahmedabad,102,Robbery,28,M,Knife,Property Crime,5,0,
8853,25-12-2024,22-12-2024,22-12-2024 17:27,Delhi,100,Assault,24,M,Blunt Object,Violent Crime,8,1,03-08-2025
8854,21-02-2025,21-02-2025,21-02-2025 07:20,Kolkata,102,Robbery,23,M,Knife,Property Crime,5,1,17-07-2025
8855,22-09-2024,20-09-2024,20-09-2024 16:44,Ahmedabad,105,Vandalism,24,M,None,Property Crime,3,1,29-11-2024
8856,10-10-2024,07-10-2024,07-10-2024 23:20,Hyderabad,101,Theft,22,M,None,Property Crime,5,0,
8857,24-04-2025,24-04-2025,24-04-2025 22:49,Mumbai,103,Homicide,39,F,Knife,Violent Crime,15,1,03-08-2025
8858,23-09-2024,22-09-2024,22-09-2024 11:12,Bangalore,106,Kidnapping,30,F,Blunt Object,Violent Crime,7,0,
8859,29-05-2025,28-05-2025,28-05-2025 14:49,Delhi,102,Robbery,46,F,Firearm,Property Crime,10,1,10-06-2025
8860,24-09-2024,22-09-2024,22-09-2024 02:46,Chennai,107,Terrorism,33,F,Explosives,Violent Crime,20,0,
8861,14-03-2025,11-03-2025,11-03-2025 19:53,Mumbai,101,Theft,27,F,Other,Property Crime,6,0,
8862,02-11-2024,02-11-2024,02-11-2024 22:11,Delhi,100,Assault,42,M,None,Violent Crime,3,0,
8863,03-09-2024,02-09-2024,02-09-2024 02:30,Bangalore,102,Robbery,15,F,Knife,Property Crime,2,0,
8864,28-01-2025,26-01-2025,26-01-2025 18:12,Hyderabad,100,Assault,16,F,None,Violent Crime,4,1,30-03-2025
8865,17-11-2024,14-11-2024,14-11-2024 18:23,Delhi,102,Robbery,36,M,Knife,Property Crime,2,0,
8866,15-07-2025,13-07-2025,13-07-2025 09:25,Kolkata,102,Robbery,39,M,Firearm,Property Crime,10,1,24-07-2025
8867,30-03-2025,28-03-2025,28-03-2025 21:30,Hyderabad,100,Assault,44,F,Knife,Violent Crime,7,1,15-07-2025
8868,29-11-2024,27-11-2024,27-11-2024 02:43,Chennai,101,Theft,35,M,None,Property Crime,2,0,
8869,11-02-2025,09-02-2025,09-02-2025 23:08,Chennai,102,Robbery,29,F,Firearm,Property Crime,10,0,
8870,04-11-2024,04-11-2024,04-11-2024 08:22,Delhi,105,Vandalism,11,M,None,Property Crime,6,1,03-04-2025
8871,29-08-2024,29-08-2024,29-08-2024 18:48,Hyderabad,104,Cyber Crime,21,F,None,Other Crime,7,1,20-12-2024
8872,24-03-2025,23-03-2025,23-03-2025 17:51,Mumbai,100,Assault,22,M,Blunt Object,Violent Crime,7,0,
8873,13-07-2025,11-07-2025,11-07-2025 12:23,Hyderabad,100,Assault,36,M,Blunt Object,Violent Crime,2,1,21-07-2025
8874,15-04-2025,12-04-2025,12-04-2025 09:39,Mumbai,102,Robbery,29,M,Firearm,Property Crime,10,1,26-06-2025
8875,22-09-2024,21-09-2024,21-09-2024 20:25,Delhi,106,Kidnapping,33,F,None,Violent Crime,5,1,16-05-2025
8876,10-12-2024,07-12-2024,07-12-2024 22:58,Delhi,101,Theft,27,F,None,Property Crime,6,1,01-01-2025
8877,25-04-2025,25-04-2025,25-04-2025 15:01,Hyderabad,103,Homicide,28,M,Firearm,Violent Crime,15,0,
8878,31-01-2025,28-01-2025,28-01-2025 02:38,Bangalore,104,Cyber Crime,30,M,None,Other Crime,7,0,
8879,27-01-2025,25-01-2025,25-01-2025 15:05,Jaipur,102,Robbery,62,F,Blunt Object,Property Crime,5,1,16-07-2025
8880,23-02-2025,23-02-2025,23-02-2025 13:38,Ludhiana,105,Vandalism,21,F,None,Property Crime,2,0,
8881,06-04-2025,05-04-2025,05-04-2025 03:15,Chennai,106,Kidnapping,38,M,Blunt Object,Violent Crime,8,0,
8882,18-03-2025,17-03-2025,17-03-2025 09:29,Mumbai,107,Terrorism,18,M,Explosives,Violent Crime,20,1,17-07-2025
8883,25-07-2025,23-07-2025,23-07-2025 06:49,Delhi,106,Kidnapping,16,M,None,Violent Crime,5,0,
8884,03-03-2025,01-03-2025,01-03-2025 21:09,Kolkata,101,Theft,42,F,Other,Property Crime,7,1,13-05-2025
8885,12-11-2024,10-11-2024,10-11-2024 12:24,Kolkata,102,Robbery,22,M,Firearm,Property Crime,10,0,
8886,21-02-2025,21-02-2025,21-02-2025 01:38,Delhi,102,Robbery,21,M,Knife,Property Crime,6,1,07-05-2025
8887,11-07-2025,10-07-2025,10-07-2025 12:25,Mumbai,100,Assault,29,F,Blunt Object,Violent Crime,2,0,
8888,30-08-2024,28-08-2024,28-08-2024 07:51,Pune,100,Assault,25,M,None,Violent Crime,7,1,01-12-2024
8889,08-06-2025,08-06-2025,08-06-2025 16:32,Ahmedabad,100,Assault,26,F,Knife,Violent Crime,4,0,
8890,27-08-2024,24-08-2024,24-08-2024 06:01,Kolkata,100,Assault,38,F,None,Violent Crime,3,0,
8891,20-10-2024,17-10-2024,17-10-2024 15:19,Mumbai,106,Kidnapping,21,M,None,Violent Crime,2,1,05-04-2025
8892,15-06-2025,13-06-2025,13-06-2025 17:13,Ahmedabad,100,Assault,13,M,None,Violent Crime,6,0,
8893,23-05-2025,22-05-2025,22-05-2025 02:19,Hyderabad,106,Kidnapping,29,M,None,Violent Crime,8,0,
8894,28-07-2025,28-07-2025,28-07-2025 15:56,Chennai,100,Assault,37,M,Blunt Object,Violent Crime,6,1,30-07-2025
8895,18-12-2024,15-12-2024,15-12-2024 07:32,Mumbai,104,Cyber Crime,15,M,None,Other Crime,6,1,20-12-2024
8896,08-08-2024,07-08-2024,07-08-2024 11:07,Hyderabad,104,Cyber Crime,28,M,None,Other Crime,8,0,
8897,27-05-2025,26-05-2025,26-05-2025 14:52,Ahmedabad,100,Assault,21,F,Blunt Object,Violent Crime,8,1,05-08-2025
8898,11-09-2024,11-09-2024,11-09-2024 23:43,Hyderabad,101,Theft,22,M,Other,Property Crime,5,0,
